,hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,lat,long,x,y,geometry,interest,sizes
0,052050,2021-01-08,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,57.0,52.6,52.6,26.9,26.0,0.0,0.0,57.0,9.0,9.0,7.7,7.7,4.0,4.0,0.0,-999999.0,0.0,413.0,413.0,399.0,368.0,368.0,188.0,182.0,0.0,0.0,399.0,63.0,63.0,54.0,54.0,28.0,28.0,0.0,-999999.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),53.0,6.981132075471698
1,052050,2021-01-01,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,57.0,52.7,52.7,22.9,22.9,0.0,0.0,57.0,9.0,9.0,6.7,6.7,-999999.0,-999999.0,0.0,0.0,0.0,413.0,413.0,399.0,369.0,369.0,160.0,160.0,0.0,0.0,399.0,63.0,63.0,47.0,47.0,22.0,22.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),53.0,6.985233798195242
2,052050,2020-12-25,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,56.7,56.7,55.7,54.7,54.7,23.7,23.7,0.0,0.0,55.7,9.0,9.0,8.9,8.9,-999999.0,-999999.0,0.0,0.0,0.0,397.0,397.0,390.0,383.0,383.0,166.0,166.0,0.0,0.0,390.0,63.0,63.0,62.0,62.0,22.0,22.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8.0,0.0,0.0,-999999.0,0.0,-999999.0,-999999.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),55.0,7.0672682526661195
3,052050,2020-12-18,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,55.0,55.0,55.0,51.4,51.4,22.1,22.1,0.0,0.0,55.0,6.1,6.1,6.6,6.6,-999999.0,-999999.0,0.0,0.0,0.0,385.0,385.0,385.0,360.0,360.0,155.0,155.0,0.0,0.0,385.0,43.0,43.0,46.0,46.0,21.0,21.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5.0,0.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),51.0,6.931911402789171
4,052050,2020-12-11,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,55.0,55.0,55.0,47.1,47.1,21.6,21.6,0.0,0.0,55.0,4.0,4.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,0.0,385.0,385.0,385.0,330.0,330.0,151.0,151.0,0.0,0.0,385.0,28.0,28.0,28.0,28.0,10.0,10.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),47.0,6.7555373256767846
5,052050,2020-12-04,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,55.0,55.0,55.0,48.7,48.7,21.4,21.4,0.0,0.0,55.0,4.0,4.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,0.0,385.0,385.0,385.0,341.0,341.0,150.0,150.0,0.0,0.0,385.0,28.0,28.0,28.0,28.0,19.0,19.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),49.0,6.821164889253486
6,052050,2020-11-27,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,55.0,55.0,54.0,52.0,52.0,8.7,8.7,0.0,0.0,54.0,4.7,4.7,4.6,4.6,-999999.0,-999999.0,0.0,0.0,0.0,385.0,385.0,378.0,364.0,364.0,61.0,61.0,0.0,0.0,378.0,33.0,33.0,32.0,32.0,-999999.0,-999999.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),52.0,6.956521739130435
7,052050,2020-11-20,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.0,46.1,46.1,19.0,-999999.0,0.0,0.0,54.0,9.0,9.0,6.4,6.4,-999999.0,-999999.0,0.0,0.0,0.0,413.0,413.0,378.0,323.0,323.0,133.0,23.0,0.0,0.0,378.0,63.0,63.0,45.0,45.0,11.0,11.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),46.0,6.714520098441346
8,052050,2020-11-13,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.0,48.3,48.3,21.9,21.9,0.0,0.0,54.0,9.0,9.0,6.3,6.3,-999999.0,-999999.0,0.0,0.0,0.0,413.0,413.0,378.0,338.0,338.0,153.0,153.0,0.0,0.0,378.0,63.0,63.0,44.0,44.0,24.0,24.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),48.0,6.80475799835931
9,052050,2020-11-06,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.0,48.9,48.9,22.1,7.3,0.0,0.0,54.0,9.0,9.0,6.6,6.6,-999999.0,-999999.0,0.0,0.0,-999999.0,413.0,413.0,378.0,342.0,342.0,155.0,51.0,0.0,0.0,378.0,63.0,63.0,46.0,46.0,19.0,19.0,0.0,0.0,-999999.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,0.0,0.0,-999999.0,0.0,-999999.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),49.0,6.8293683347005745
